,Unnamed: 0,File,V_Neg,V_Neut,V_Pos,A_Neut,A_Pos,Laning,Shopping,Returning,Roaming,Fighting,Pushing,Defending,Dead,Misc
9484,4558,37_03_03.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9486,1965,0_01_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
9487,4421,68_05_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9488,1012,209_07_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9491,4083,192_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9492,1038,188_01_03.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9493,3231,67_03_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9496,5381,11_06_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9500,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9501,4517,45_03_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9502,1258,176_02_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9504,2014,219_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9505,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9506,1712,205_03_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9508,4007,189_04_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9512,3398,236_03_01.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9514,3573,51_05_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9515,4128,27_01_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
9516,4133,67_01_03.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9519,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9520,4007,189_04_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9522,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9523,2689,8_04_01.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9524,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9525,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9526,3767,95_04_01.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9527,3301,35_05_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
9528,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9529,791,20_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9530,4268,145_01_02.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9531,4736,148_04_02.mp4,1,0,0,1,0,1,0,0,0,0,0,0,0,0
9532,2689,8_04_01.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9533,4059,239_02_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9536,4548,204_05_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
9538,955,174_05_01.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9539,2318,82_03_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
9540,641,222_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9542,1556,128_03_02.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9543,1228,237_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9544,3768,97_03_03.mp4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
9545,2077,147_01_03.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9546,4481,74_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9548,4946,176_01_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9549,4974,188_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
9550,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9551,2762,239_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9555,2077,147_01_03.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9560,1241,120_02_01.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9561,1321,236_01_02.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9562,788,170_06_03.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9564,4132,216_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9565,3206,30_03_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9567,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9568,3805,55_01_02.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9569,5486,212_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9571,754,112_01_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9572,2207,92_01_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9573,3768,97_03_03.mp4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
9574,2689,8_04_01.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9575,2762,239_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9577,5381,11_06_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9579,2689,8_04_01.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9581,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9582,5270,233_04_02.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
9583,1627,64_03_02.mp4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
9584,4128,27_01_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
9585,2337,184_02_02.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9586,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9589,754,112_01_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9595,3222,151_01_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9596,1556,128_03_02.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9599,1619,234_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9600,2372,121_02_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9601,4268,145_01_02.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9603,2762,239_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9605,2438,143_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9608,641,222_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9611,1405,123_02_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9612,4517,45_03_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9613,2762,239_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9614,2077,147_01_03.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9615,2438,143_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9616,4382,225_05_01.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9617,2014,219_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9618,1405,123_02_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9620,2762,239_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9623,3222,151_01_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9624,2201,40_07_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
9625,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9627,4621,185_04_03.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9628,5341,142_01_02.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9630,3578,235_03_01.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9632,3206,30_03_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9633,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9634,1359,71_05_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9635,1870,239_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9637,791,20_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9639,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9641,1228,237_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9642,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9644,5341,142_01_02.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9645,2689,8_04_01.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9646,2762,239_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9648,2750,142_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9649,1405,123_02_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9656,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9661,1870,239_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9664,5276,234_01_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9665,1811,206_03_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9666,4651,79_03_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9667,3578,235_03_01.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9672,3468,202_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9673,3578,235_03_01.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9674,2077,147_01_03.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9675,791,20_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9676,289,24_03_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9677,1556,128_03_02.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9678,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9679,1038,188_01_03.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9683,1870,239_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9685,820,33_07_02.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9688,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9689,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9690,4863,84_05_03.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
9691,1637,46_05_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9693,1556,128_03_02.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9694,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9697,3231,67_03_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9700,3775,218_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,1,0,0
9701,791,20_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9702,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9703,3018,99_05_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9704,2165,189_05_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9705,2127,13_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
9706,4873,175_02_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9707,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9708,955,174_05_01.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9710,3775,218_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,1,0,0
9711,2372,121_02_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9712,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9713,825,211_01_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9719,3468,202_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9722,5270,233_04_02.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
9723,120,46_01_03.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9725,1811,206_03_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9727,484,23_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9728,5244,205_01_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9730,791,20_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9731,3222,151_01_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9732,1554,76_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9733,3398,236_03_01.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9735,3231,67_03_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9736,4083,192_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9737,3231,67_03_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9738,2201,40_07_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
9739,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9740,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9742,4481,74_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9743,641,222_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9744,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9746,1554,76_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9749,1228,237_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9750,1701,195_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9753,4296,3_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
9754,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9758,3768,97_03_03.mp4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
9760,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9761,2207,92_01_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9762,4083,192_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9764,3231,67_03_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9767,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9768,1313,233_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9770,1556,128_03_02.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9771,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9772,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9773,3841,108_02_03.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9775,3578,235_03_01.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9776,2077,147_01_03.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9777,1701,195_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9778,4132,216_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9785,3578,235_03_01.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9786,4133,67_01_03.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9788,4132,216_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9789,3297,7_01_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9790,1556,128_03_02.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9792,2077,147_01_03.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9793,2438,143_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9794,1405,123_02_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9797,1208,118_02_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9799,4319,21_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
9800,1155,203_04_02.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
9801,2438,143_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9802,3123,142_03_02.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9803,1434,184_05_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9805,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9807,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9808,4329,220_04_01.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
9811,1038,188_01_03.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9812,2750,142_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9813,120,46_01_03.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9815,289,24_03_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9816,1,149_07_01.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
9817,3398,236_03_01.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9818,754,112_01_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9819,5341,142_01_02.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9820,2036,16_05_03.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
9821,229,143_03_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
9822,5486,212_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9823,1038,188_01_03.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9826,3231,67_03_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9827,2424,5_04_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
9828,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9830,4946,176_01_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9831,3520,98_05_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9832,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9836,1993,220_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9837,2088,214_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9839,810,219_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9840,2762,239_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9841,1038,188_01_03.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9842,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9843,385,13_01_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9845,2077,147_01_03.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9846,4771,238_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9847,22,168_02_01.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9848,289,24_03_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9849,212,202_01_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9853,3643,13_03_01.mp4,1,0,0,0,1,1,0,0,0,0,0,0,0,0
9859,4600,161_01_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
9860,1435,28_01_02.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9861,3532,181_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9863,3468,202_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9864,4132,216_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9865,3520,98_05_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9866,3297,7_01_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9867,5486,212_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9869,4379,235_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9870,3468,202_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9871,3268,4_01_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9873,2077,147_01_03.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9874,1434,184_05_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9875,4771,238_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9876,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9877,3468,202_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9878,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9880,4379,235_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9886,4859,80_01_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9888,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9890,754,112_01_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9891,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9892,2424,5_04_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
9894,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9895,22,168_02_01.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9896,791,20_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9897,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9898,3468,202_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9899,1870,239_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9901,5278,193_03_01.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
9902,3231,67_03_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9904,955,174_05_01.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9906,1701,195_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9907,4481,74_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9908,3231,67_03_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9910,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9912,2750,142_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9913,3231,67_03_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9915,3398,236_03_01.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9916,2077,147_01_03.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9917,3841,108_02_03.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9918,5078,79_01_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9921,2337,184_02_02.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9922,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9923,1993,220_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9924,1258,176_02_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9926,788,170_06_03.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9927,1870,239_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9929,4807,89_05_03.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9930,120,46_01_03.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9931,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9935,4007,189_04_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9936,3768,97_03_03.mp4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
9937,1554,76_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9938,1870,239_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9940,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9942,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9945,5033,219_04_03.mp4,1,0,0,1,0,1,0,0,0,0,0,0,0,0
9946,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9951,1701,195_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9953,4268,145_01_02.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9954,2333,236_07_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9957,2762,239_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9958,1618,141_03_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9959,4517,45_03_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9961,2088,214_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9963,518,197_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9964,172,216_03_01.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9968,3206,30_03_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9970,684,163_01_01.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9971,2689,8_04_01.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9972,1870,239_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9974,4083,192_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9978,3775,218_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,1,0,0
9980,2387,135_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9981,3222,151_01_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9982,1556,128_03_02.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9983,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9985,1434,184_05_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9986,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9991,1554,76_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9992,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9994,4133,67_01_03.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9996,2762,239_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9999,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
10001,4275,8_01_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
10002,1,149_07_01.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
10003,5486,212_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
10005,2438,143_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
